,x,y,cluster,r,g,b
31318,58.273365000000005,27.101852,3,122,0,138
1452,30.77818,45.689434000000006,17,0,168,175
75826,-71.895226,3.8328322999999997,12,0,102,221
27800,-21.733513000000002,-49.877228,25,0,193,0
6468,24.691489999999998,-29.25678,32,191,253,0
2608,-3.0356228,-61.87191800000001,44,222,0,0
12579,24.767744,-60.812653000000005,7,23,0,167
55594,93.59442,-7.667633500000001,15,0,155,215
53234,72.39955,-25.517584,42,249,0,0
18875,-57.197790000000005,-16.4007,35,242,228,0
68273,3.6521057999999997,-8.722408999999999,33,211,246,0
31563,70.84436,-7.358888,15,0,155,215
46820,-41.739655,62.339375,13,0,127,221
62527,31.675888,4.2001343,48,204,124,124
62903,-19.844778,11.191447,14,0,143,221
3377,-49.77809,19.357323,9,0,0,205
34115,46.790405,69.89229,31,117,255,0
32874,27.995604999999998,83.04507,23,0,166,0
55567,-18.207148,64.573746,47,204,44,44
81425,31.287847999999997,-46.673767,7,23,0,167
57613,47.455303,-11.609371000000001,16,0,161,195
75405,-12.555102,-88.66516,6,77,0,160
50916,-77.81419,22.174643,28,0,236,0
12424,74.88339,-11.289966999999999,15,0,155,215
38566,-10.525878,55.871124,47,204,44,44
5601,-34.38131,-7.834770699999999,5,130,0,153
75588,-42.775967,-25.705988,5,130,0,153
44853,-42.42188,63.138169999999995,13,0,127,221
35567,50.95045,46.467285,3,122,0,138
63032,-0.7895843000000001,72.09444,1,46,0,53
69091,77.706245,45.094112,38,255,177,0
68105,-26.506193,69.15146999999999,22,0,154,7
13822,-73.70098,-52.061974,43,235,0,0
22611,61.56580400000001,-2.893212,16,0,161,195
24038,-33.630340000000004,28.77805,9,0,0,205
5061,9.991802999999999,-25.177167999999998,19,0,170,143
27697,-37.74252,15.29161,9,0,0,205
9697,53.321796,-62.80863000000001,49,204,204,204
1815,22.997572,11.288649000000001,21,0,160,61
57868,35.35838,-48.893986,7,23,0,167
66564,-30.807990999999998,22.774078,9,0,0,205
68084,-32.55502,23.7644,9,0,0,205
7389,-31.658140000000003,-69.04851,40,255,105,0
63837,74.83285,-46.680283,26,0,207,0
18573,-40.961613,5.122285,27,0,223,0
57329,73.6198,-43.760220000000004,26,0,207,0
1413,-39.25844,-38.389034,4,128,0,145
79385,9.359736999999999,-82.85621,0,0,0,0
55252,31.41522,-46.02695,7,23,0,167
58893,10.96505,58.16975,17,0,168,175
12320,24.185875,10.85661,21,0,160,61
61766,-64.30579,-53.92114300000001,43,235,0,0
63247,32.179320000000004,36.486847,46,207,0,0
41732,-48.161407000000004,-4.675025,27,0,223,0
63223,-29.281631,64.80479,22,0,154,7
22268,-12.874158999999999,53.38253,47,204,44,44
74788,-91.41497,-14.076837,8,0,0,181
21731,-25.712729,72.66908000000001,22,0,154,7
2225,-23.845448,-36.031197,4,128,0,145
84625,54.916743999999994,-22.758669,42,249,0,0
40978,46.12219,-66.804146,49,204,204,204
59484,-21.799515,9.585935000000001,14,0,143,221
49171,19.671657999999997,12.687156,21,0,160,61
34862,26.719193,47.36909,17,0,168,175
8557,20.923073000000002,-50.67864,7,23,0,167
13393,-31.15012,25.677338,9,0,0,205
632,54.686142000000004,33.447174,3,122,0,138
28486,-14.262799,15.407429,14,0,143,221
30835,86.00326,8.24962,37,255,197,0
33707,80.32757,-2.6029646,15,0,155,215
83342,-63.830932999999995,18.620981,28,0,236,0
24196,18.819159,-17.459455,30,43,255,0
41393,-93.963554,-0.51112723,36,250,212,0
14258,18.121389999999998,-30.159138000000002,32,191,253,0
49311,11.980075,-77.80377,0,0,0,0
86441,-9.424939,-65.91368,25,0,193,0
32336,-29.84695,-14.042629000000002,5,130,0,153
13645,-2.0813258,67.21616,1,46,0,53
78794,-5.0956187,38.394886,34,231,239,0
31889,29.204563,-10.793224,30,43,255,0
44393,-77.4894,-62.013172,43,235,0,0
73232,-26.229376000000002,-26.96327,18,0,170,157
35683,-34.839703,-66.00333,40,255,105,0
29342,57.246430000000004,8.808048,11,0,56,221
44196,26.927221000000003,-45.344559999999994,7,23,0,167
48973,-63.84555400000001,17.992325,28,0,236,0
35124,-4.694561,83.69191,1,46,0,53
15482,-16.746273000000002,-3.6146714999999996,14,0,143,221
61091,-65.809586,46.40562,13,0,127,221
6790,-42.05358,-58.46609,40,255,105,0
72855,-88.47506,-14.203892000000002,8,0,0,181
36352,-24.950727,-28.3296,18,0,170,157
7478,-30.683056,60.996432999999996,22,0,154,7
84998,19.14821,-11.434571,30,43,255,0
30903,52.386967,25.950031,3,122,0,138
61243,47.40527,-11.834389,16,0,161,195
2449,31.331013000000002,-52.49462,7,23,0,167
64969,-52.063183,-83.217995,10,0,9,221
9025,-70.533745,72.67593000000001,13,0,127,221
69190,45.66975,36.86893,3,122,0,138
64909,40.854855,47.3476,3,122,0,138
82817,28.277245,-12.544015,30,43,255,0
52711,61.39441,-12.439442,42,249,0,0
52469,-40.060555,5.450933999999999,27,0,223,0
19948,48.70224,20.286413,3,122,0,138
76873,-42.05325,-58.466103000000004,40,255,105,0
2316,1.012744,17.648335999999997,29,0,249,0
21503,-39.013233,-13.590461999999999,5,130,0,153
3136,25.779232,-12.611467,30,43,255,0
73188,12.327875,-76.03489,0,0,0,0
32572,-35.870403,24.453037,9,0,0,205
38242,86.82685,-5.537548,15,0,155,215
79262,-71.91617,9.326422,12,0,102,221
30422,-12.402452,-44.63705,24,0,180,0
66568,49.177193,-63.288017,49,204,204,204
65858,-17.762894,-54.18006999999999,25,0,193,0
40362,9.526347,14.6209955,29,0,249,0
85448,-23.856625,-28.675201,18,0,170,157
2683,-55.659702,-38.444340000000004,4,128,0,145
40804,-40.551846000000005,-15.113932,5,130,0,153
54177,45.55509,61.0924,31,117,255,0
79213,23.521828,-59.290381999999994,7,23,0,167
69556,27.723274,-4.045527,48,204,124,124
14969,28.300638,36.407677,46,207,0,0
81670,-90.089355,38.49588,28,0,236,0
43139,-55.271080000000005,-28.744556,4,128,0,145
6232,51.195366,46.18618,3,122,0,138
16808,-11.161679,57.928078,47,204,44,44
53982,-39.418503,43.181979999999996,39,255,157,0
37119,-26.956267999999998,-47.9593,4,128,0,145
77421,87.03335,-5.4841120000000005,15,0,155,215
28383,-46.542840000000005,-8.524761999999999,27,0,223,0
48275,-49.043285,25.221307999999997,9,0,0,205
67250,-46.494009999999996,1.9087150000000002,27,0,223,0
45448,-94.17805,-0.67017496,36,250,212,0
63156,-47.989643,76.685036,2,93,0,106
50950,-70.38640600000001,72.632,13,0,127,221
47389,-34.656425,-28.782047,18,0,170,157
5779,55.48956,-68.94961500000001,49,204,204,204
76244,-55.11115,-0.7402101,27,0,223,0
45554,-50.360123,0.8504683000000001,27,0,223,0
29054,-70.28034,-11.039407,35,242,228,0
48922,-49.013783000000004,26.479164,9,0,0,205
2630,22.285381,-63.06080600000001,7,23,0,167
71445,-90.40977,-14.051457999999998,8,0,0,181
83487,-72.799515,12.391434,12,0,102,221
85598,-7.485031599999999,4.559158999999999,14,0,143,221
73999,42.448612,-59.62141999999999,49,204,204,204
29522,46.675213,-65.887535,49,204,204,204
31452,-8.141881,-29.220182,24,0,180,0
78767,62.022343000000006,-10.066483,16,0,161,195
80193,-69.295586,70.83469000000001,13,0,127,221
77469,39.093327,-86.21948,0,0,0,0
10053,-14.484960999999998,-0.4315108,14,0,143,221
22358,80.85095,-1.4715748,15,0,155,215
38854,-40.08319,13.262491,9,0,0,205
40457,-86.63717,-15.274117000000002,8,0,0,181
48569,49.025890000000004,29.352509,3,122,0,138
68598,-18.728077,41.589073,41,255,32,0
14813,34.20095,-4.2626624,48,204,124,124
36864,-55.966515,-37.19408,4,128,0,145
81242,-8.141933,-29.2202,24,0,180,0
77632,-77.657326,-40.767296,45,213,0,0
56961,16.654001,57.49825,17,0,168,175
56012,-12.586541,-17.121567000000002,18,0,170,157
70240,1.9528413,-22.818848000000003,19,0,170,143
44122,50.383488,25.387966,3,122,0,138
61889,23.261597000000002,-56.3069,7,23,0,167
6729,-45.152294,-17.011581,5,130,0,153
9945,-1.7747721999999997,35.92248,34,231,239,0
20458,-43.204338,38.70697,39,255,157,0
15881,53.02431,31.509306,3,122,0,138
83277,31.944832,34.068443,46,207,0,0
79426,81.61054,42.437393,38,255,177,0
9724,31.565107,-21.53575,32,191,253,0
44827,-26.008562,45.40872,41,255,32,0
83313,6.898878,-56.293728,44,222,0,0
63104,-35.77856,14.834722,9,0,0,205
69063,-89.64817,38.561203000000006,28,0,236,0
6451,85.69584,10.214985,37,255,197,0
41744,-31.177675,99.20809,2,93,0,106
4205,32.100014,-51.190746000000004,7,23,0,167
18603,-32.33167,-22.876778,18,0,170,157
30102,1.2807207,74.46021999999999,1,46,0,53
82156,-0.1510385,-60.394344,44,222,0,0
78891,32.750659999999996,36.803837,46,207,0,0
55353,46.984848,-34.181908,20,0,167,114
58086,72.165596,-45.66744,26,0,207,0
8543,-9.550591,33.039837,34,231,239,0
29453,-68.14511,-36.14671,45,213,0,0
69579,-54.10793,-20.296979999999998,35,242,228,0
43757,27.325236999999998,45.624462,17,0,168,175
64248,-19.378744,-21.236847,18,0,170,157
11499,25.34809,-32.111496,32,191,253,0
40250,-4.990355999999999,-12.867196,33,211,246,0
10405,3.2437196,36.931427,34,231,239,0
57947,-61.04663000000001,-6.4038568,35,242,228,0
86834,54.374309999999994,-66.27146,49,204,204,204
70551,-26.758865000000004,75.332634,22,0,154,7
2997,-9.242865,57.80325,47,204,44,44
26482,-43.480774,-28.038927,4,128,0,145
55802,4.805455,96.932785,1,46,0,53
79908,-91.34510999999999,-22.17823,8,0,0,181
5764,-0.71449625,69.89779,1,46,0,53
75151,-31.885546,-68.98111,40,255,105,0
18176,-62.098273999999996,-13.557363,35,242,228,0
1070,-9.626157000000001,-89.944176,6,77,0,160
59368,-29.556755,30.815868,9,0,0,205
46114,5.4091907,-32.00522,19,0,170,143
86577,-7.044552,31.505394,34,231,239,0
70475,51.483215,-68.13834,49,204,204,204
31857,-30.45256,63.936035,22,0,154,7
68704,32.122345,7.216357,21,0,160,61
29800,41.00785,9.34176,11,0,56,221
5038,-8.686823,-43.23487,24,0,180,0
35640,-28.38547,61.625626000000004,22,0,154,7
12966,-55.271122,-28.744616999999998,4,128,0,145
33170,-14.295107999999999,-5.9448685999999995,14,0,143,221
3050,-22.42009,-49.241978,25,0,193,0
23193,-37.318134,-4.96004,5,130,0,153
37404,1.7728553,-40.841972,19,0,170,143
38519,-36.343379999999996,-65.51325,40,255,105,0
38880,-9.723378,89.04852,1,46,0,53
50458,47.47068,33.97426,3,122,0,138
22251,26.704725,24.669806,21,0,160,61
20217,-47.207073,-8.588761,27,0,223,0
35686,47.641791999999995,-6.7167916,16,0,161,195
8748,38.425426,17.901766000000002,11,0,56,221
10308,19.426884,54.69805,17,0,168,175
40086,-10.585786,51.874878,47,204,44,44
19037,-4.229671499999999,83.24192,1,46,0,53
25612,-6.99016,-67.262794,25,0,193,0
347,-39.417320000000004,43.181746999999994,39,255,157,0
56934,-67.81375,0.29626274,12,0,102,221
24768,46.74282,-8.374058999999999,16,0,161,195
79630,-39.270008000000004,-38.516315000000006,4,128,0,145
16408,43.683840000000004,40.096615,3,122,0,138
80703,20.861818,72.56636999999999,23,0,166,0
66712,59.095467000000006,7.389868700000001,11,0,56,221
49814,55.76735,35.18374,3,122,0,138
20397,-14.32245,61.705783999999994,47,204,44,44
55750,76.26655600000001,-3.5398426,15,0,155,215
52241,59.062073,27.948303000000003,3,122,0,138
29582,1.2503837,74.21219,1,46,0,53
33372,69.489426,-22.123507999999998,42,249,0,0
31944,-71.51997,-1.1752546999999998,12,0,102,221
32170,23.807517999999998,66.90642,23,0,166,0
82871,-6.2636747,-14.088779999999998,33,211,246,0
29862,13.441571,29.068707,29,0,249,0
1165,-57.382346999999996,-16.402014,35,242,228,0
63349,51.601036,27.879484,3,122,0,138
63509,-6.346896,43.000609999999995,34,231,239,0
75333,2.6504662,-55.56899,44,222,0,0
80376,-60.059540000000005,-28.038488,35,242,228,0
226,31.668509000000004,12.22972,21,0,160,61
14310,55.24975,-67.90544,49,204,204,204
39274,-38.898422,13.918476,9,0,0,205
3241,-66.72188,-28.532051,45,213,0,0
29334,-21.733664,-49.877125,25,0,193,0
51167,-18.201426,12.674635,14,0,143,221
39714,58.578469999999996,9.420810000000001,11,0,56,221
75462,27.239876000000002,-57.945409999999995,7,23,0,167
68281,9.657795,-51.61411,44,222,0,0
42704,83.01681500000001,-9.704436,15,0,155,215
9983,-83.37680999999999,8.480473,12,0,102,221
49180,24.691738,-29.25733,32,191,253,0
32755,-64.08158,-54.73475,43,235,0,0
58448,12.320143,41.407986,17,0,168,175
20438,-52.680282999999996,0.5452528,27,0,223,0
60647,-68.14511999999999,-36.146793,45,213,0,0
36667,-57.197790000000005,-16.4007,35,242,228,0
19313,-72.65843000000001,-32.68781,45,213,0,0
39924,32.574024,36.594658,46,207,0,0
18393,4.1301737,95.34401,1,46,0,53
74683,76.509445,44.4254,38,255,177,0
72823,-88.555885,-42.706684,8,0,0,181
30065,-72.45779,-15.422035999999999,8,0,0,181
23805,-30.308582,61.652443000000005,22,0,154,7
61962,-73.70076,-52.062065000000004,43,235,0,0
20877,-68.27561999999999,53.65322,13,0,127,221
32388,26.458378000000003,78.93674,23,0,166,0
79002,36.842144,-78.486946,0,0,0,0
79903,47.639545,-30.86976,20,0,167,114
79618,-52.914055000000005,-14.431524,5,130,0,153
41251,-71.54186,52.675125,13,0,127,221
12000,74.64985,-41.209293,26,0,207,0
78329,-63.50314,-56.260677,43,235,0,0
74987,2.1237009,37.584396000000005,34,231,239,0
79593,-11.428241,56.935390000000005,47,204,44,44
66674,83.8315,18.818275,37,255,197,0
2971,7.983660700000001,12.774051,29,0,249,0
80043,86.64014,4.681055000000001,37,255,197,0
29380,-60.988102000000005,-11.126808,35,242,228,0
76321,-74.10601,13.998969,12,0,102,221
7095,-17.506388,15.063305,14,0,143,221
60326,39.308085999999996,-86.697845,0,0,0,0
65349,-4.504403,10.6447115,14,0,143,221
9434,-29.157856,61.159718000000005,22,0,154,7
35417,5.6266099999999994,-60.787445,44,222,0,0
16635,-54.623096,42.437115000000006,39,255,157,0
79547,23.015734,21.570729999999998,21,0,160,61
28739,74.24880999999999,36.96528,38,255,177,0
82014,-72.850746,70.73515,13,0,127,221
24528,35.695145000000004,21.822222,11,0,56,221
63275,-69.59057,46.696007,13,0,127,221
36985,-46.169567,-5.5349383,27,0,223,0
86656,58.941788,-2.1223829,16,0,161,195
24359,4.593872,-26.497971999999997,19,0,170,143
35100,66.96466,-23.670514999999998,42,249,0,0
15267,23.685844,80.97021,23,0,166,0
84094,-30.103779,-45.95854,4,128,0,145
32204,16.091215,14.646362,21,0,160,61
57040,77.3671,-46.56787,26,0,207,0
17417,-80.58228000000001,-64.53949,43,235,0,0
12066,-12.206897999999999,-16.121151,18,0,170,157
59569,-31.163294,26.165766,9,0,0,205
56122,53.197628,2.76274,16,0,161,195
63906,-40.921314,39.842052,39,255,157,0
66448,52.380520000000004,30.143034000000004,3,122,0,138
13053,55.534935,28.753973,3,122,0,138
22780,48.861275,-20.223549,20,0,167,114
48589,-30.559834999999996,102.628105,2,93,0,106
491,84.5468,16.068146,37,255,197,0
25810,27.814814000000002,-58.544792,7,23,0,167
10045,31.827211,-45.596893,7,23,0,167
26202,2.3895288,37.7017,34,231,239,0
72477,-11.388296,21.978233,34,231,239,0
13023,-55.145325,-14.263848000000001,5,130,0,153
38499,4.656754,53.986267000000005,17,0,168,175
8081,45.515095,-14.507979999999998,16,0,161,195
46995,-82.28054,-53.78556999999999,43,235,0,0
45460,54.465187,-61.50554,49,204,204,204
48491,32.634693,-54.482365,7,23,0,167
17419,-77.65733,-40.767296,45,213,0,0
74394,48.363777,38.848114,3,122,0,138
31759,-8.744571,-11.382739,33,211,246,0
6925,1.2552675,74.220985,1,46,0,53
25222,75.1791,-48.173977,26,0,207,0
31615,47.015907,-30.927156,20,0,167,114
19479,-3.7672546000000002,5.435523,14,0,143,221
60375,9.479787,-57.59219,44,222,0,0
47262,-72.40257,5.9417067,12,0,102,221
47627,60.61245699999999,-10.534208,16,0,161,195
45365,-55.48875400000001,43.733162,39,255,157,0
52216,10.825495,12.858226,29,0,249,0
57416,-57.546496999999995,-16.389889,35,242,228,0
45918,53.25707,29.308493,3,122,0,138
60858,74.17576,35.992252,38,255,177,0
56136,-57.856384,-11.743792,35,242,228,0
22086,-8.059224,-43.251503,24,0,180,0
8854,30.366097999999997,17.44851,21,0,160,61
37378,3.5314370000000004,-43.877196999999995,19,0,170,143
76363,-68.44569,-18.682257,35,242,228,0
61103,86.07052,8.615852,37,255,197,0
6347,-68.696754,52.616234,13,0,127,221
62440,14.521851999999999,-16.394361,30,43,255,0
28035,-0.64156103,7.253440400000001,14,0,143,221
53850,-81.711975,-66.41626,43,235,0,0
85110,-43.04173,43.754814,39,255,157,0
60338,77.78845,13.589101999999999,37,255,197,0
71305,34.516212,71.70424,23,0,166,0
63809,-50.12749,25.002508,9,0,0,205
1246,5.398351,-24.596897,19,0,170,143
47537,-39.730446,-38.256865999999995,4,128,0,145
45086,-15.0647745,-1.7391581999999999,14,0,143,221
43551,-94.500854,-2.081105,36,250,212,0
30174,28.319576,47.151142,17,0,168,175
67105,-8.229852000000001,-43.66608,24,0,180,0
39510,-20.03838,-8.200777,14,0,143,221
3393,47.228283000000005,-33.296642,20,0,167,114
77739,-6.3414264000000005,82.34747,1,46,0,53
82487,42.25517,8.366435000000001,11,0,56,221
77893,-6.895212700000001,41.722164,34,231,239,0
57208,-39.653355,-11.686865,5,130,0,153
47946,-30.279308,-89.01443499999999,10,0,9,221
73235,51.14631,38.643097,3,122,0,138
69554,83.758575,14.347123999999999,37,255,197,0
52266,-24.698662,-39.5636,4,128,0,145
14562,-73.71432,-52.053104,43,235,0,0
46016,27.672632,-32.62372,32,191,253,0
14458,12.135747,50.67257,17,0,168,175
53688,38.432552,-83.70666999999999,0,0,0,0
28153,-44.40347,74.87461,2,93,0,106
83052,3.19988,13.392635,29,0,249,0
31906,10.960344000000001,15.050305999999999,29,0,249,0
60165,-2.3417242000000003,-11.738052,33,211,246,0
73619,25.514547,14.400944,21,0,160,61
64616,25.881018,38.63465,46,207,0,0
71995,-16.301468,-57.278569999999995,25,0,193,0
74293,3.5751638,-45.01077,19,0,170,143
46278,-40.08639,-11.203355,5,130,0,153
2114,28.017979999999998,82.15104000000001,23,0,166,0
62417,2.0436761000000003,-8.775338,33,211,246,0
12557,38.851208,-85.51120999999999,0,0,0,0
50608,-90.19142,-12.996777,8,0,0,181
16063,37.828309999999995,-83.66225,0,0,0,0
48300,58.158237,27.371443,3,122,0,138
75256,-13.011096,-81.59347,6,77,0,160
67919,-39.491432,-9.565542,5,130,0,153
39252,74.63874,45.028008,38,255,177,0
59475,-13.605288,-42.532207,24,0,180,0
64852,-46.97616,30.586706,9,0,0,205
32242,-26.1864,57.272163,22,0,154,7
79876,21.884281,51.250275,17,0,168,175
61729,-28.286993,58.767017,22,0,154,7
4916,-38.787846,-20.372427,5,130,0,153
9214,-9.364838,57.66822,47,204,44,44
84929,0.58062536,-21.568954,33,211,246,0
27259,-36.053340000000006,-50.72612,4,128,0,145
84783,23.607397,50.875904,17,0,168,175
80864,-10.07264,-42.71301,24,0,180,0
51918,14.473088,49.751453000000005,17,0,168,175
61904,31.964146000000003,-47.75647,7,23,0,167
61708,32.121315,12.731817999999999,21,0,160,61
27527,29.642020000000002,-13.227541,30,43,255,0
57023,63.500133999999996,-4.3707433,16,0,161,195
66974,11.366756,57.947453,17,0,168,175
70065,90.5235,-1.1323308,15,0,155,215
43421,-55.271159999999995,-28.744629999999997,4,128,0,145
26846,57.119705,-56.08538000000001,49,204,204,204
17987,-72.658424,-32.68845,45,213,0,0
74075,28.178038,45.929961999999996,17,0,168,175
38531,-71.95336,0.61426836,12,0,102,221
14721,4.448851599999999,23.386377,29,0,249,0
64816,13.551216,0.26143068,30,43,255,0
30812,-11.432905,-44.954453,24,0,180,0
46909,20.007616,-84.827614,0,0,0,0
46414,-47.780792,-27.85039,5,130,0,153
82452,-37.924194,15.231913,9,0,0,205
64743,-56.505875,-34.619244,4,128,0,145
83521,33.66771,-56.822880000000005,7,23,0,167
17683,7.633045,16.07236,29,0,249,0
36868,14.276245000000001,20.55157,29,0,249,0
55379,43.974140000000006,-4.587832,16,0,161,195
80761,15.333789999999999,-11.223771000000001,30,43,255,0
38014,1.1866311,-17.007347,33,211,246,0
72266,-42.51444,-25.740135000000002,5,130,0,153
26765,-20.865522,-11.083364999999999,14,0,143,221
60578,-15.6032,-31.185307,24,0,180,0
34301,-32.49143,62.864585999999996,22,0,154,7
74801,5.5534415,-26.329445,19,0,170,143
14317,30.065417999999998,39.165886,46,207,0,0
34365,23.353548,-24.703598,32,191,253,0
342,-6.9655437000000004,-87.1036,6,77,0,160
77552,-63.30465699999999,5.1221685,12,0,102,221
19264,-8.211058999999999,-43.670609999999996,24,0,180,0
29736,-78.9265,5.629794,12,0,102,221
12883,82.83420600000001,-9.867628999999999,15,0,155,215
49471,84.738495,-4.753369999999999,15,0,155,215
78660,-5.379160400000001,32.8565,34,231,239,0
61376,-63.238631999999996,5.0271335,12,0,102,221
71651,54.03633000000001,-14.595474,16,0,161,195
30097,-32.817547,-68.00075,40,255,105,0
68751,-68.447075,-18.68226,35,242,228,0
75566,45.28445,-24.815279,20,0,167,114
20237,0.30056602,-10.264437,33,211,246,0
265,-73.70114000000001,-52.061809999999994,43,235,0,0
57673,86.45683000000001,5.0308967,37,255,197,0
28996,73.20115,-42.453407,26,0,207,0
35232,-45.40313,-18.922678,5,130,0,153
12604,-95.98052,-2.4521479999999998,36,250,212,0
47660,1.6049409,33.503513,29,0,249,0
17749,27.159504,-45.748363,7,23,0,167
9887,35.45552,74.35889,23,0,166,0
25197,-32.934795,-9.177458,5,130,0,153
